title,Ethnicity,Gender,Religious_Affiliation,Political_Party,docid,VectorRanker_person,VectorRanker_person_value,VectorRanker_MMR_03_person,VectorRanker_MMR_03_person_value,VectorRanker_MMR_05_person,VectorRanker_MMR_05_person_value,VectorRanker_MMR_07_person,VectorRanker_MMR_07_person_value,VectorRanker_woman,VectorRanker_woman_value,VectorRanker_MMR_03_woman,VectorRanker_MMR_03_woman_value,VectorRanker_MMR_05_woman,VectorRanker_MMR_05_woman_value,VectorRanker_MMR_07_woman,VectorRanker_MMR_07_woman_value,VectorRanker_teacher,VectorRanker_teacher_value,VectorRanker_MMR_03_teacher,VectorRanker_MMR_03_teacher_value,VectorRanker_MMR_05_teacher,VectorRanker_MMR_05_teacher_value,VectorRanker_MMR_07_teacher,VectorRanker_MMR_07_teacher_value,VectorRanker_role model,VectorRanker_role model_value,VectorRanker_MMR_03_role model,VectorRanker_MMR_03_role model_value,VectorRanker_MMR_05_role model,VectorRanker_MMR_05_role model_value,VectorRanker_MMR_07_role model,VectorRanker_MMR_07_role model_value,VectorRanker_professional,VectorRanker_professional_value,VectorRanker_MMR_03_professional,VectorRanker_MMR_03_professional_value,VectorRanker_MMR_05_professional,VectorRanker_MMR_05_professional_value,VectorRanker_MMR_07_professional,VectorRanker_MMR_07_professional_value
José López Portillo,,male,Catholicism,Institutional Revolutionary Party,341505,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Miguel Alemán Valdés,,male,,Institutional Revolutionary Party,436366,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,50352.0,-0.005336008965969086,50352.0,-0.005336008965969086,50352.0,-0.005336008965969086,50352.0,-0.005336008965969086,28974.0,,28974.0,,28974.0,,28974.0,
Manuel Ávila Camacho,,male,Roman Catholic,Institutional Revolutionary Party,436360,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Yohannes IV,,male,Ethiopian Orthodox Tewahedo Church,,1193338,17004.0,0.059113264083862305,17004.0,0.059113264083862305,17004.0,0.059113264083862305,17004.0,0.059113264083862305,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Brad Falchuk,,male,Judaism,,25645587,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Talaat Pasha,,male,Islam,Committee of Union and Progress,1853435,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,4210.0,0.08984038233757019,4210.0,0.08984038233757019,4210.0,0.08984038233757019,4210.0,0.08984038233757019,13808.0,0.10695042461156845,13808.0,0.10695042461156845,13808.0,0.10695042461156845,13808.0,0.10695042461156845,28974.0,,28974.0,,28974.0,,28974.0,
Vasubandhu,,male,Buddhism,,304972,7766.0,0.11122777312994003,7766.0,0.11122777312994003,7766.0,0.11122777312994003,7766.0,0.11122777312994003,21514.0,,21514.0,,21514.0,,21514.0,,9235.0,-0.05896364897489548,9235.0,-0.05896364897489548,9235.0,-0.05896364897489548,9235.0,-0.05896364897489548,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Jonathan Franzen,Swedish Americans,male,,,172101,14045.0,0.07435361295938492,14045.0,0.07435361295938492,14045.0,0.07435361295938492,14045.0,0.07435361295938492,14159.0,-0.005322307348251343,14159.0,-0.005322307348251343,14159.0,-0.005322307348251343,14159.0,-0.005322307348251343,9896.0,,9896.0,,9896.0,,9896.0,,52701.0,-0.013212878257036209,52701.0,-0.013212878257036209,52701.0,-0.013212878257036209,52701.0,-0.013212878257036209,28974.0,,28974.0,,28974.0,,28974.0,
Alan Cumming,,male,atheism,,203321,33861.0,,33861.0,,33861.0,,33861.0,,10882.0,0.02680310048162937,10882.0,0.02680310048162937,10882.0,0.02680310048162937,10882.0,0.02680310048162937,9896.0,,9896.0,,9896.0,,9896.0,,21648.0,0.07872915267944336,21648.0,0.07872915267944336,21648.0,0.07872915267944336,21648.0,0.07872915267944336,28974.0,,28974.0,,28974.0,,28974.0,
Hugh of Saint Victor,,male,Christianity,,1473144,15931.0,0.06453372538089752,15931.0,0.06453372538089752,15931.0,0.06453372538089752,15931.0,0.06453372538089752,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Corneliu Zelea Codreanu,,male,Romanian Orthodox Church,Iron Guard,428503,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,8925.0,-0.04180244728922844,8925.0,-0.04180244728922844,8925.0,-0.04180244728922844,8925.0,-0.04180244728922844,3812.0,0.16944736242294312,3812.0,0.16944736242294312,3812.0,0.16944736242294312,3812.0,0.16944736242294312,28974.0,,28974.0,,28974.0,,28974.0,
Ariarathes I of Cappadocia,Iranians,male,,,2654320,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Edward Bulwer-Lytton,English people,male,,Whigs,10393,33861.0,,33861.0,,33861.0,,33861.0,,15698.0,-0.01967429928481579,15698.0,-0.01967429928481579,15698.0,-0.01967429928481579,15698.0,-0.01967429928481579,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Tongzhi Emperor,Manchu,male,,,265940,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Han Yu,,male,Confucianism,,420478,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,3715.0,0.10358265042304993,3715.0,0.10358265042304993,3715.0,0.10358265042304993,3715.0,0.10358265042304993,58631.0,-0.034927912056446075,58631.0,-0.034927912056446075,58631.0,-0.034927912056446075,58631.0,-0.034927912056446075,28974.0,,28974.0,,28974.0,,28974.0,
Yigal Allon,,male,,Israeli Labor Party,338757,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,8681.0,0.13175040483474731,8681.0,0.13175040483474731,8681.0,0.13175040483474731,8681.0,0.13175040483474731,28974.0,,28974.0,,28974.0,,28974.0,
Alex Jones,,male,Christianity,Republican Party,358934,3839.0,0.14512282609939575,3839.0,0.14512282609939575,3839.0,0.14512282609939575,3839.0,0.14512282609939575,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,25765.0,0.06588192284107208,25765.0,0.06588192284107208,25765.0,0.06588192284107208,25765.0,0.06588192284107208,28974.0,,28974.0,,28974.0,,28974.0,
Stephon Marbury,African Americans,male,,,635620,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,1781.0,0.16699238121509552,1781.0,0.16699238121509552,1781.0,0.16699238121509552,1781.0,0.16699238121509552,165.0,0.28816312551498413,165.0,0.28816312551498413,165.0,0.28816312551498413,165.0,0.28816312551498413,5890.0,0.1138230562210083,5890.0,0.1138230562210083,5890.0,0.1138230562210083,5890.0,0.1138230562210083
Shahid Kapoor,Punjabis,male,,,1016409,33861.0,,33861.0,,33861.0,,33861.0,,14481.0,-0.008503008633852005,14481.0,-0.008503008633852005,14481.0,-0.008503008633852005,14481.0,-0.008503008633852005,9896.0,,9896.0,,9896.0,,9896.0,,11573.0,0.11676925420761108,11573.0,0.11676925420761108,11573.0,0.11676925420761108,11573.0,0.11676925420761108,28974.0,,28974.0,,28974.0,,28974.0,
Tomislav of Croatia,,male,Christianity,,1656157,5119.0,0.13242268562316895,5119.0,0.13242268562316895,5119.0,0.13242268562316895,5119.0,0.13242268562316895,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Tom Skerritt,,male,Scientology,,719414,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,9826.0,0.12548714876174927,9826.0,0.12548714876174927,9826.0,0.12548714876174927,9826.0,0.12548714876174927,28974.0,,28974.0,,28974.0,,28974.0,
Taksin,,male,Buddhism,,47777257,21529.0,0.03577969968318939,21529.0,0.03577969968318939,21529.0,0.03577969968318939,21529.0,0.03577969968318939,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,63388.0,-0.05754464864730835,63388.0,-0.05754464864730835,63388.0,-0.05754464864730835,63388.0,-0.05754464864730835,28974.0,,28974.0,,28974.0,,28974.0,
Śāriputra,Magadha,male,Buddhism,,2319597,13193.0,0.07913326472043991,13193.0,0.07913326472043991,13193.0,0.07913326472043991,13193.0,0.07913326472043991,21514.0,,21514.0,,21514.0,,21514.0,,4169.0,0.09094193577766418,4169.0,0.09094193577766418,4169.0,0.09094193577766418,4169.0,0.09094193577766418,9621.0,0.12655656039714813,9621.0,0.12655656039714813,9621.0,0.12655656039714813,9621.0,0.12655656039714813,28974.0,,28974.0,,28974.0,,28974.0,
Giuseppe Pella,,male,,Christian Democracy,1243159,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,5591.0,0.15278546512126923,5591.0,0.15278546512126923,5591.0,0.15278546512126923,5591.0,0.15278546512126923,28974.0,,28974.0,,28974.0,,28974.0,
Sterling Hayden,,male,,Communist Party USA,921360,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,1441.0,0.20672310888767242,1441.0,0.20672310888767242,1441.0,0.20672310888767242,1441.0,0.20672310888767242,28974.0,,28974.0,,28974.0,,28974.0,
Jo Swinson,,female,atheism,Liberal Democrats,1863298,17669.0,0.055853500962257385,17669.0,0.055853500962257385,17669.0,0.055853500962257385,17669.0,0.055853500962257385,4462.0,0.1146908700466156,4462.0,0.1146908700466156,4462.0,0.1146908700466156,4462.0,0.1146908700466156,9896.0,,9896.0,,9896.0,,9896.0,,10876.0,0.120099276304245,10876.0,0.120099276304245,10876.0,0.120099276304245,10876.0,0.120099276304245,28974.0,,28974.0,,28974.0,,28974.0,
Pierre Pflimlin,,male,Catholic Church,Popular Republican Movement,585179,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,26734.0,0.06310759484767914,26734.0,0.06310759484767914,26734.0,0.06310759484767914,26734.0,0.06310759484767914,28974.0,,28974.0,,28974.0,,28974.0,
Richard Crossman,,male,,Labour Party,621712,33861.0,,33861.0,,33861.0,,33861.0,,13634.0,-0.0003818897530436516,13634.0,-0.0003818897530436516,13634.0,-0.0003818897530436516,13634.0,-0.0003818897530436516,9896.0,,9896.0,,9896.0,,9896.0,,57075.0,-0.028519410640001297,57075.0,-0.028519410640001297,57075.0,-0.028519410640001297,57075.0,-0.028519410640001297,28974.0,,28974.0,,28974.0,,28974.0,
John Noble Goodwin,,male,,Republican Party,3619012,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Saint David,,male,Catholic Church,,29007,21031.0,0.03847616910934448,21031.0,0.03847616910934448,21031.0,0.03847616910934448,21031.0,0.03847616910934448,20382.0,-0.08565106987953186,20382.0,-0.08565106987953186,20382.0,-0.08565106987953186,20382.0,-0.08565106987953186,8373.0,-0.019957663491368294,8373.0,-0.019957663491368294,8373.0,-0.019957663491368294,8373.0,-0.019957663491368294,61816.0,-0.04986071586608887,61816.0,-0.04986071586608887,61816.0,-0.04986071586608887,61816.0,-0.04986071586608887,28974.0,,28974.0,,28974.0,,28974.0,
N. F. S. Grundtvig,,male,Lutheranism,,324080,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,7018.0,0.02068246901035309,7018.0,0.02068246901035309,7018.0,0.02068246901035309,7018.0,0.02068246901035309,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Sami Frashëri,Albanians,male,,,7683956,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,55183.0,-0.02157306671142578,55183.0,-0.02157306671142578,55183.0,-0.02157306671142578,55183.0,-0.02157306671142578,28974.0,,28974.0,,28974.0,,28974.0,
Geoffrey Howe,Welsh people,male,,Conservative Party,307805,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Liam Fox,,male,,Conservative Party,357375,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,14589.0,0.10382552444934845,14589.0,0.10382552444934845,14589.0,0.10382552444934845,14589.0,0.10382552444934845,8900.0,0.08780467510223389,8900.0,0.08780467510223389,8900.0,0.08780467510223389,8900.0,0.08780467510223389
George Galloway,,male,,Respect Party,18247133,1112.0,0.19628936052322388,1112.0,0.19628936052322388,1112.0,0.19628936052322388,1112.0,0.19628936052322388,3454.0,0.13821165263652802,3454.0,0.13821165263652802,3454.0,0.13821165263652802,3454.0,0.13821165263652802,6301.0,0.039145372807979584,6301.0,0.039145372807979584,6301.0,0.039145372807979584,6301.0,0.039145372807979584,23924.0,0.07148885726928711,23924.0,0.07148885726928711,23924.0,0.07148885726928711,23924.0,0.07148885726928711,18758.0,0.016903571784496307,18758.0,0.016903571784496307,18758.0,0.016903571784496307,18758.0,0.016903571784496307
George Osborne,,male,,Conservative Party,422814,9195.0,0.10188191384077072,9195.0,0.10188191384077072,9195.0,0.10188191384077072,9195.0,0.10188191384077072,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,29302.0,0.055387772619724274,29302.0,0.055387772619724274,29302.0,0.055387772619724274,29302.0,0.055387772619724274,28974.0,,28974.0,,28974.0,,28974.0,
"Thomas Townshend, 1st Viscount Sydney",,male,,Whigs,317487,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
"John Hutton, Baron Hutton of Furness",,male,,Labour Party,19592864,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,19683.0,0.08507543802261353,19683.0,0.08507543802261353,19683.0,0.08507543802261353,19683.0,0.08507543802261353,28974.0,,28974.0,,28974.0,,28974.0,
John Biffen,,male,,Conservative Party,471172,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Ellen Wilkinson,,female,,Labour Party,1414022,33861.0,,33861.0,,33861.0,,33861.0,,1582.0,0.1955394297838211,1582.0,0.1955394297838211,1582.0,0.1955394297838211,1582.0,0.1955394297838211,1122.0,0.1998395025730133,1122.0,0.1998395025730133,1122.0,0.1998395025730133,1122.0,0.1998395025730133,5238.0,0.15558291971683502,5238.0,0.15558291971683502,5238.0,0.15558291971683502,5238.0,0.15558291971683502,28974.0,,28974.0,,28974.0,,28974.0,
Leo Africanus,,male,Islam,,280973,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
"Henry Hardinge, 1st Viscount Hardinge",,male,,Conservative Party,538146,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Harold Nicolson,,male,,Labour Party,425874,1470.0,0.1853875070810318,1470.0,0.1853875070810318,1470.0,0.1853875070810318,1470.0,0.1853875070810318,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,22950.0,0.07450633496046066,22950.0,0.07450633496046066,22950.0,0.07450633496046066,22950.0,0.07450633496046066,28974.0,,28974.0,,28974.0,,28974.0,
Michael Ancram,,male,,Conservative Party,252986,10109.0,0.09641925245523453,10109.0,0.09641925245523453,10109.0,0.09641925245523453,10109.0,0.09641925245523453,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Philip Hammond,,male,Anglicanism,Conservative Party,434606,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,35635.0,0.03744154050946236,35635.0,0.03744154050946236,35635.0,0.03744154050946236,35635.0,0.03744154050946236,28974.0,,28974.0,,28974.0,,28974.0,
Selwyn Lloyd,,male,Methodism,Conservative Party,405856,12132.0,0.08515099436044693,12132.0,0.08515099436044693,12132.0,0.08515099436044693,12132.0,0.08515099436044693,5433.0,0.09547442197799683,5433.0,0.09547442197799683,5433.0,0.09547442197799683,5433.0,0.09547442197799683,9896.0,,9896.0,,9896.0,,9896.0,,66436.0,-0.07750240713357925,66436.0,-0.07750240713357925,66436.0,-0.07750240713357925,66436.0,-0.07750240713357925,28974.0,,28974.0,,28974.0,,28974.0,
Jiaqing Emperor,Manchu,male,,,265948,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
"Tom King, Baron King of Bridgwater",,male,,Conservative Party,302364,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Raja Ravi Varma,Malayali,male,,,910003,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,45616.0,0.008794702589511871,45616.0,0.008794702589511871,45616.0,0.008794702589511871,45616.0,0.008794702589511871,28974.0,,28974.0,,28974.0,,28974.0,
Sam Kinison,,male,Pentecostalism,,490918,33861.0,,33861.0,,33861.0,,33861.0,,18332.0,-0.0496976412832737,18332.0,-0.0496976412832737,18332.0,-0.0496976412832737,18332.0,-0.0496976412832737,9896.0,,9896.0,,9896.0,,9896.0,,38885.0,0.028271283954381943,38885.0,0.028271283954381943,38885.0,0.028271283954381943,38885.0,0.028271283954381943,28974.0,,28974.0,,28974.0,,28974.0,
David Mundell,,male,Presbyterianism,Scottish Conservatives,1872687,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,19319.0,0.08616765588521957,19319.0,0.08616765588521957,19319.0,0.08616765588521957,19319.0,0.08616765588521957,28974.0,,28974.0,,28974.0,,28974.0,
David Mellor,,male,,Conservative Party,356905,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Charles Haughey,,male,,Fianna Fáil,146948,13845.0,0.07554206252098083,13845.0,0.07554206252098083,13845.0,0.07554206252098083,13845.0,0.07554206252098083,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,40007.0,0.025173166766762733,40007.0,0.025173166766762733,40007.0,0.025173166766762733,40007.0,0.025173166766762733,28974.0,,28974.0,,28974.0,,28974.0,
"Granville Leveson-Gower, 2nd Earl Granville",,male,,Liberal Party,309040,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,61806.0,-0.04980073869228363,61806.0,-0.04980073869228363,61806.0,-0.04980073869228363,61806.0,-0.04980073869228363,28974.0,,28974.0,,28974.0,,28974.0,
"Christopher Addison, 1st Viscount Addison",,male,,Liberal Party,671885,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,28414.0,0.05795113742351532,28414.0,0.05795113742351532,28414.0,0.05795113742351532,28414.0,0.05795113742351532,28974.0,,28974.0,,28974.0,,28974.0,
Andrea Camilleri,,male,atheism,,594520,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Ibn Ishaq,Arabs,male,Islam,,344705,26497.0,0.005654126405715942,26497.0,0.005654126405715942,26497.0,0.005654126405715942,26497.0,0.005654126405715942,18674.0,-0.05443402752280235,18674.0,-0.05443402752280235,18674.0,-0.05443402752280235,18674.0,-0.05443402752280235,8174.0,-0.012359904125332832,8174.0,-0.012359904125332832,8174.0,-0.012359904125332832,8174.0,-0.012359904125332832,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Zail Singh,,male,Sikhism,Indian National Congress,678016,5400.0,0.12989135086536407,5400.0,0.12989135086536407,5400.0,0.12989135086536407,5400.0,0.12989135086536407,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,54769.0,-0.020188648253679276,54769.0,-0.020188648253679276,54769.0,-0.020188648253679276,54769.0,-0.020188648253679276,28974.0,,28974.0,,28974.0,,28974.0,
Alexander Bogdanov,,male,,Bolsheviks,38584387,33861.0,,33861.0,,33861.0,,33861.0,,15659.0,-0.01928265020251274,15659.0,-0.01928265020251274,15659.0,-0.01928265020251274,15659.0,-0.01928265020251274,5750.0,0.05238412693142891,5750.0,0.05238412693142891,5750.0,0.05238412693142891,5750.0,0.05238412693142891,60190.0,-0.041840437799692154,60190.0,-0.041840437799692154,60190.0,-0.041840437799692154,60190.0,-0.041840437799692154,28974.0,,28974.0,,28974.0,,28974.0,
"Henry Bathurst, 3rd Earl Bathurst",,male,,Tories,309033,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
Robert Skidelsky,,male,,Labour Party,2528322,19871.0,0.04434109106659889,19871.0,0.04434109106659889,19871.0,0.04434109106659889,19871.0,0.04434109106659889,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,47708.0,0.002577919512987137,47708.0,0.002577919512987137,47708.0,0.002577919512987137,47708.0,0.002577919512987137,28974.0,,28974.0,,28974.0,,28974.0,
George Carey,British people,male,Anglicanism,,435543,15292.0,0.06769037246704102,15292.0,0.06769037246704102,15292.0,0.06769037246704102,15292.0,0.06769037246704102,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,22843.0,0.07482165843248367,22843.0,0.07482165843248367,22843.0,0.07482165843248367,22843.0,0.07482165843248367,28974.0,,28974.0,,28974.0,,28974.0,
Abubakar Tafawa Balewa,,male,Islam,Northern People's Congress,674763,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,1117.0,0.20012347400188446,1117.0,0.20012347400188446,1117.0,0.20012347400188446,1117.0,0.20012347400188446,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
"George Parker, 2nd Earl of Macclesfield",,male,,Whigs,567467,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,56562.0,-0.026673514395952225,56562.0,-0.026673514395952225,56562.0,-0.026673514395952225,56562.0,-0.026673514395952225,28974.0,,28974.0,,28974.0,,28974.0,
"David Young, Baron Young of Graffham",,male,,Conservative Party,1292400,16861.0,0.05982606112957001,16861.0,0.05982606112957001,16861.0,0.05982606112957001,16861.0,0.05982606112957001,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,27804.0,0.059757623821496964,27804.0,0.059757623821496964,27804.0,0.059757623821496964,27804.0,0.059757623821496964,17779.0,0.024211682379245758,17779.0,0.024211682379245758,17779.0,0.024211682379245758,17779.0,0.024211682379245758
"Sayeeda Warsi, Baroness Warsi",,female,Islam,Conservative Party,3779241,33861.0,,33861.0,,33861.0,,33861.0,,2208.0,0.17417900264263153,2208.0,0.17417900264263153,2208.0,0.17417900264263153,2208.0,0.17417900264263153,9896.0,,9896.0,,9896.0,,9896.0,,29334.0,0.05529067665338516,29334.0,0.05529067665338516,29334.0,0.05529067665338516,29334.0,0.05529067665338516,18240.0,0.020908888429403305,18240.0,0.020908888429403305,18240.0,0.020908888429403305,18240.0,0.020908888429403305
Elmore Leonard,,male,Catholicism,,412908,18486.0,0.05146566405892372,18486.0,0.05146566405892372,18486.0,0.05146566405892372,18486.0,0.05146566405892372,14537.0,-0.009007528424263,14537.0,-0.009007528424263,14537.0,-0.009007528424263,14537.0,-0.009007528424263,9896.0,,9896.0,,9896.0,,9896.0,,71561.0,,71561.0,,71561.0,,71561.0,,28974.0,,28974.0,,28974.0,,28974.0,
"Jonathan Sacks, Baron Sacks",Ashkenazi Jews,male,Orthodox Judaism,Labour Party,1135086,33861.0,,33861.0,,33861.0,,33861.0,,21514.0,,21514.0,,21514.0,,21514.0,,9896.0,,9896.0,,9896.0,,9896.0,,12959.0,0.110524982213974,12959.0,0.110524982213974,12959.0,0.110524982213974,12959.0,0.110524982213974,28974.0,,28974.0,,28974.0,,28974.0,
